100
100
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5129	0	0	0	0	0	0	0	0	0	0	0.1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8932	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4898	0	0.2868	0	0	0	0	0.8623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9934	0	0	0.3785	0	0.4185	0.5213	0	0	0
0	1	0	0	0	0	0.3915	0	0	0.2986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4396	0	0	0	0	0	0	0	0	0	0	0	0	0	0.702	0	0.1312	0	0	0	0.6991	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5764	0	0	0	0	0	0	0	0.8601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6461	0.7397	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0.428	0	0	0	0	0.4803	0	0	0	0	0	0	0	0	0.4973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5089	0	0	0	0	0	0	0	0	0	0	0	0	0.8229	0	0	0	0	0	0	0	0.8453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2068	0	0.9977	0	0	0	0	0	0	0	0	0	0	0.6711	0	0	0	0	0	0	0	0	0.9817
0	0	0.4052	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3256	0	0	0	0	0	0	0.427	0	0	0	0	0	0	0	0	0	0	0	0.0959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0627	0	0.582	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5729	0	0	0	0	0.0319	0	0	0.4158	0	0	0	0	0	0.7035	0	0
0	0.872	0	0	1	0	0	0	0	0	0	0	0	0.3128	0	0	0	0	0	0	0	0.8645	0.087	0	0	0	0.3858	0	0	0	0	0	0	0	0	0	0	0	0.1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5453	0	0	0	0.9899	0	0	0	0	0	0	0	0	0.4984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2785	0
0	0	0	0	0	1	0	0.9912	0	0	0	0	0	0	0	0	0	0.7567	0	0	0.1276	0	0	0	0	0.9121	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3774	0	0.6661	0	0	0	0	0	0	0.7197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3469	0	0	0	0	0	0	0	0	0.8389	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.0496	0	0	0	0.7082	1	0	0	0	0	0	0	0	0	0	0	0.3623	0	0	0	0	0	0	0	0	0	0	0.7365	0	0	0	0	0	0	0	0	0	0.1417	0	0	0	0	0	0	0	0	0	0	0.7737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6487	0	0	0	0	0.8977	0	0	0	0	0	0	0.1275	0	0	0	0	0	0
0	0	0	0	0	0	0.7051	1	0.7664	0	0	0	0	0	0	0	0	0.7562	0.0906	0	0.187	0	0	0	0	0	0	0	0	0	0	0	0	0.0354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8691	0	0	0	0.7203	0	0	0	0	0	0	0	0	0	0.7407	0	0	0.0881	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.327	0	0	0	0	0	0.4893	0	0	0.2235	0.8894	0	0	0.0924	0	0	0	0	0	0	0	0.9301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0.6168	0	0.5274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0.8203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5298	0	0	0	0	0	0	0	0	0	0.4679	0	0	0	0	0	0	0	0	0	0	0	0.7829	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3166	0	0	0	0	0	0	0	0	0	0	0.7433	0	0	0.2022	0	0	0	0	0	0.3363	0.9168	0.5504	0
