200
20
0.0558	0.7284	0.568	0.2986	0.3642	0.6872	0.4343	0.4017	0.0288	0.0786	0.2502	0.9605	0.2927	0.8135	0.7425	0.1082	0.9665	0.8968	0.688	0.4514	0.9775	0.1106	0.9307	0.1164	0.7081	0.5942	0.4278	0.5964	0.1888	0.2335	0.3771	0.6957	0.0974	0.8975	0.2878	0.8621	0.0262	0.1811	0.0731	0.3441	0.2415	0.6718	0.2958	0.2314	0.3381	0.6189	0.3678	0.0491	0.5862	0.036	0.4135	0.4815	0.4566	0.9543	0.8408	0.5077	0.0472	0.3307	0.2871	0.7701	0.1349	0.2931	0.1944	0.2207	0.4353	0.418	0.4477	0.4978	0.9445	0.5091	0.3945	0.1399	0.6491	0.2564	0.6021	0.0128	0.0992	0.4711	0.6315	0.0657	0.0782	0.7715	0.7504	0.5824	0.0478	0.5399	0.5582	0.2288	0.2204	0.0809	0.721	0.1108	0.6376	0.1238	0.0298	0.5209	0.3962	0.3739	0.8603	0.0932	0.6574	0.0688	0.6479	0.3354	0.2187	0.2973	0.7828	0.5704	0.4429	0.7982	0.178	0.1837	0.168	0.7923	0.7325	0.1984	0.9594	0.0265	0.4402	0.0687	0.9823	0.7207	0.6049	0.102	0.5016	0.5717	0.7672	0.4785	0.19	0.2854	0.744	0.8938	0.0031	0.3131	0.2521	0.6547	0.7434	0.4614	0.8618	0.5444	0.0809	0.3614	0.6881	0.6762	0.3898	0.1058	0.3965	0.6699	0.7195	0.9199	0.112	0.93	0.1091	0.2216	0.0028	0.6792	0.2784	0.8794	0.9628	0.5158	0.271	0.0362	0.6903	0.5433	0.4801	0.1439	0.236	0.0009	0.8394	0.5071	0.0263	0.7701	0.4076	0.5407	0.9941	0.8964	0.424	0.619	0.7252	0.9382	0.5747	0.6087	0.2338	0.1917	0.6391	0.5341	0.4465	0.744	0.6254	0.6103	0.593	0.8241	0.3208	0.2004	0.6862	0.7353	0.6914	0.3874	0.9148	0.9184
0.5046	0.96	0.271	0.8658	0.193	0.8165	0.0873	0.548	0.5792	0.4415	0.5297	0.6353	0.7155	0.2584	0.936	0.8884	0.0244	0.3901	0.3162	0.9869	0.9785	0.8461	0.494	0.2431	0.4572	0.7004	0.5764	0.1737	0.5086	0.4367	0.4648	0.6056	0.9927	0.4571	0.5982	0.0515	0.3923	0.6266	0.1731	0.2554	0.0261	0.2458	0.9106	0.0013	0.1801	0.3545	0.5754	0.8665	0.8854	0.4817	0.8538	0.4989	0.6635	0.767	0.5124	0.8476	0.2158	0.2648	0.0143	0.3793	0.6537	0.3061	0.2689	0.4718	0.6704	0.3913	0.2798	0.192	0.9467	0.5409	0.9127	0.8691	0.5375	0.204	0.1352	0.8991	0.6971	0.162	0.1071	0.0053	0.6529	0.1812	0.2606	0.8182	0.4405	0.3934	0.7228	0.3828	0.9213	0.9691	0.1972	0.048	0.3696	0.663	0.83	0.8613	0.8606	0.7188	0.1036	0.6741	0.0129	0.9077	0.6706	0.3322	0.1671	0.4832	0.5556	0.2315	0.3934	0.1792	0.1299	0.3458	0.1472	0.4412	0.2039	0.9304	0.7206	0.7429	0.3729	0.2572	0.5734	0.4863	0.6003	0.1013	0.8447	0.8445	0.747	0.4731	0.2979	0.5194	0.8208	0.9751	0.7345	0.0757	0.3054	0.5658	0.4325	0.2506	0.988	0.3521	0.777	0.3118	0.7752	0.2492	0.7072	0.3864	0.8206	0.3403	0.9793	0.6181	0.3556	0.2365	0.6555	0.3462	0.5473	0.2	0.7018	0.7849	0.9592	0.9737	0.2353	0.221	0.1625	0.3062	0.6695	0.8043	0.2095	0.1939	0.1982	0.1243	0.8628	0.5246	0.4228	0.1317	0.8177	0.4278	0.413	0.6435	0.1496	0.3905	0.195	0.7369	0.2517	0.0606	0.8887	0.5498	0.3003	0.572	0.8189	0.6741	0.3986	0.0897	0.1663	0.5358	0.1468	0.7531	0.3523	0.5693	0.309	0.151
0.226	0.2692	0.9168	0.9581	0.3691	0.4943	0.6667	0.78	0.5532	0.1162	0.5747	0.3541	0.0302	0.3359	0.3928	0.1823	0.0821	0.6533	0.4886	0.6414	0.0563	0.4222	0.1265	0.2164	0.4952	0.7084	0.6688	0.1805	0.6974	0.6011	0.0959	0.0595	0.0516	0.3873	0.1365	0.8154	0.4308	0.628	0.4348	0.9415	0.1314	0.2309	0.8846	0.1857	0.9041	0.5187	0.9534	0.7737	0.0834	0.1393	0.8708	0.9239	0.1485	0.6776	0.202	0.4316	0.3325	0.2553	0.1252	0.13	0.4824	0.7001	0.2421	0.8662	0.37	0.3935	0.3778	0.1093	0.2738	0.814	0.1715	0.6762	0.2074	0.7799	0.7548	0.893	0.9894	0.5262	0.4538	0.0273	0.8857	0.202	0.7445	0.6384	0.0751	0.3085	0.318	0.2659	0.6041	0.0077	0.3919	0.04	0.0009	0.1204	0.7847	0.4053	0.1074	0.942	0.3705	0.347	0.3607	0.1843	0.7474	0.456	0.2563	0.0347	0.0493	0.2126	0.8795	0.1931	0.3626	0.2142	0.0874	0.1832	0.6009	0.5644	0.7778	0.2608	0.3707	0.0906	0.6668	0.203	0.7276	0.7409	0.8972	0.6553	0.5996	0.1309	0.2464	0.7123	0.4439	0.09	0.7778	0.0614	0.9617	0.5065	0.7589	0.1257	0.8029	0.4255	0.0641	0.4666	0.2017	0.3909	0.1571	0.6649	0.2229	0.1964	0.8751	0.2242	0.0153	0.4805	0.5495	0.4473	0.7321	0.8211	0.9506	0.2084	0.1364	0.2842	0.2048	0.8822	0.3848	0.017	0.7184	0.2684	0.7527	0.9733	0.8946	0.6919	0.1272	0.2882	0.4564	0.5732	0.955	0.9529	0.374	0.4737	0.0672	0.181	0.1909	0.3861	0.896	0.8593	0.5652	0.3083	0.5661	0.1474	0.1676	0.3778	0.7812	0.9475	0.6842	0.8505	0.7199	0.6259	0.4203	0.715	0.5358	0.7185
0.6714	0.4223	0.7338	0.0567	0.5326	0.0167	0.4429	0.195	0.4591	0.7276	0.7612	0.5827	0.5569	0.4617	0.9221	0.4391	0.0061	0.8374	0.8794	0.5904	0.4006	0.5454	0.4853	0.1587	0.3439	0.339	0.6942	0.5314	0.5164	0.6761	0.9	0.3515	0.8414	0.0384	0.9171	0.7551	0.9605	0.1976	0.406	0.4923	0.4664	0.6371	0.9792	0.2845	0.2399	0.0157	0.9751	0.2866	0.3369	0.9485	0.9063	0.0676	0.6661	0.1826	0.4779	0.0342	0.9336	0.6165	0.2886	0.0508	0.9801	0.9623	0.1417	0.8114	0.3655	0.4584	0.2414	0.585	0.5701	0.4281	0.343	0.9504	0.1909	0.5701	0.3583	0.9023	0.3561	0.4468	0.6078	0.9238	0.0709	0.2244	0.7424	0.1573	0.9643	0.9097	0.8492	0.6191	0.0306	0.1831	0.1937	0.9484	0.1917	0.2493	0.0328	0.9979	0.9121	0.7351	0.1372	0.8169	0.7816	0.7402	0.1852	0.5059	0.2259	0.0085	0.0802	0.452	0.971	0.0658	0.9112	0.4053	0.4209	0.8335	0.9539	0.8956	0.4668	0.9074	0.0713	0.9061	0.8654	0.9357	0.8313	0.9367	0.5273	0.578	0.9398	0.781	0.3848	0.2653	0.4197	0.0196	0.0989	0.4031	0.543	0.8092	0.5539	0.5276	0.6281	0.5404	0.3288	0.7848	0.0013	0.6363	0.2181	0.4255	0.1076	0.6197	0.8553	0.581	0.7104	0.626	0.0457	0.2215	0.1381	0.2643	0.2864	0.6782	0.1578	0.5734	0.2867	0.3864	0.4281	0.2043	0.0375	0.0018	0.0075	0.8875	0.2739	0.5883	0.7941	0.5654	0.7446	0.0605	0.4647	0.2906	0.3642	0.2542	0.5009	0.5622	0.7182	0.9415	0.3837	0.6537	0.111	0.1856	0.6825	0.5184	0.8126	0.2811	0.0563	0.8606	0.3583	0.8523	0.1459	0.0713	0.0439	0.6862	0.1732	0.7735
0.8322	0.2367	0.0565	0.2688	0.7202	0.3982	0.5697	0.8266	0.4148	0.9635	0.1883	0.0886	0.4097	0.8014	0.1643	0.1017	0.0695	0.8945	0.379	0.7	0.7598	0.4165	0.2316	0.6871	0.3844	0.5418	0.1972	0.7501	0.6545	0.0413	0.8074	0.8517	0.8706	0.5573	0.614	0.84	0.4918	0.218	0.877	0.9838	0.0019	0.406	0.1112	0.9813	0.0616	0.7979	0.8361	0.4428	0.3316	0.4975	0.1097	0.5088	0.2985	0.0837	0.5095	0.637	0.612	0.0607	0.0199	0.7626	0.9309	0.8644	0.2219	0.0683	0.2155	0.0923	0.3205	0.64	0.7617	0.5514	0.0346	0.0252	0.3875	0.0893	0.7077	0.8714	0.1126	0.1826	0.5079	0.9052	0.8393	0.6613	0.5097	0.4239	0.3797	0.548	0.7515	0.0614	0.7414	0.6624	0.1106	0.3779	0.7512	0.8688	0.8024	0.0672	0.2382	0.1394	0.9258	0.5118	0.4052	0.1596	0.8972	0.0641	0.7957	0.7701	0.0084	0.0155	0.0933	0.5506	0.2772	0.2575	0.2002	0.9521	0.9137	0.3318	0.5376	0.9267	0.0837	0.5032	0.0083	0.1314	0.8011	0.8939	0.4273	0.7222	0.1059	0.4503	0.869	0.9767	0.1341	0.959	0.9482	0.8535	0.4735	0.041	0.8753	0.2899	0.3162	0.588	0.1062	0.1875	0.6869	0.3274	0.9721	0.3024	0.3738	0.5459	0.2793	0.0819	0.809	0.9307	0.7812	0.0194	0.7079	0.0002	0.1023	0.5953	0.3581	0.5675	0.0019	0.6426	0.1644	0.4907	0.8845	0.8999	0.7128	0.7024	0.3982	0.7742	0.6117	0.6951	0.8189	0.1196	0.59	0.5023	0.9527	0.8579	0.2538	0.7736	0.6673	0.453	0.4781	0.2222	0.3343	0.1733	0.3925	0.5575	0.1761	0.392	0.6973	0.0383	0.5064	0.3604	0.2551	0.827	0.5238	0.3636	0.8794	0.7647
0.8658	0.5043	0.2217	0.6891	0.3663	0.6024	0.2188	0.4941	0.8967	0.4397	0.7526	0.4562	0.9019	0.4794	0.7341	0.4593	0.2791	0.9437	0.5282	0.4131	0.3758	0.4262	0.2017	0.6208	0.3391	0.2101	0.4504	0.6644	0.3906	0.3046	0.2701	0.3336	0.0473	0.2845	0.1286	0.9892	0.3697	0.3329	0.0685	0.8882	0.5269	0.0699	0.7262	0.3142	0.5618	0.3704	0.0542	0.5611	0.8438	0.9245	0.2905	0.0186	0.9137	0.8652	0.9509	0.0488	0.1403	0.2432	0.0127	0.2356	0.7439	0.0265	0.4915	0.3492	0.3529	0.0406	0.7478	0.3085	0.0033	0.5868	0.7948	0.2891	0.5075	0.7091	0.3661	0.2758	0.4773	0.4297	0.2703	0.243	0.2289	0.9564	0.5818	0.1447	0.743	0.8604	0.9884	0.8228	0.905	0.4137	0.2263	0.174	0.375	0.6691	0.4694	0.8021	0.5564	0.2697	0.1834	0.2671	0.5056	0.1092	0.2238	0.5343	0.583	0.909	0.5284	0.3105	0.8546	0.9627	0.9312	0.182	0.1585	0.0264	0.6838	0.5312	0.0006	0.1836	0.8242	0.679	0.0694	0.0379	0.4129	0.0666	0.5555	0.8513	0.9522	0.5595	0.903	0.1854	0.3482	0.3478	0.391	0.6417	0.3303	0.5698	0.7367	0.5908	0.25	0.4279	0.9465	0.3161	0.5133	0.0813	0.7984	0.8558	0.7968	0.697	0.8791	0.0191	0.385	0.0847	0.0411	0.2688	0.7068	0.3098	0.5469	0.1299	0.7829	0.8542	0.508	0.1922	0.9609	0.3768	0.3928	0.373	0.1169	0.4708	0.7104	0.5179	0.5776	0.826	0.545	0.0363	0.2369	0.6491	0.2871	0.5723	0.6226	0.5038	0.0453	0.7693	0.6427	0.4861	0.0965	0.47	0.9712	0.4329	0.2913	0.0931	0.4167	0.4616	0.0664	0.4161	0.8232	0.7647	0.6433	0.9114	0.3639	0.5926
0.8539	0.8414	0.8898	0.1409	0.0225	0.0068	0.9788	0.7408	0.5622	0.1575	0.8916	0.3157	0.7186	0.1335	0.2451	0.5116	0.665	0.9208	0.856	0.0522	0.4159	0.0783	0.61	0.9994	0.9499	0.1335	0.263	0.4676	0.0833	0.3497	0.3652	0.0509	0.4262	0.7466	0.0177	0.2242	0.2626	0.5229	0.7031	0.4455	0.6497	0.0211	0.3809	0.5787	0.5415	0.1194	0.2159	0.2474	0.0272	0.6626	0.2357	0.0335	0.498	0.772	0.9725	0.0145	0.6102	0.1895	0.8566	0.4799	0.4088	0.3025	0.4046	0.0304	0.8521	0.4382	0.6513	0.0902	0.8677	0.754	0.2926	0.2971	0.4306	0.3022	0.2145	0.4689	0.2026	0.0743	0.9742	0.5375	0.3015	0.0038	0.0124	0.2307	0.305	0.7702	0.2171	0.5242	0.4174	0.9344	0.3151	0.6946	0.5754	0.0771	0.6177	0.6385	0.9632	0.8191	0.0706	0.623	0.8288	0.9154	0.349	0.5122	0.7215	0.3258	0.8882	0.7552	0.9125	0.1996	0.5677	0.8992	0.3498	0.7049	0.5185	0.7317	0.7238	0.6443	0.6151	0.6778	0.7303	0.9201	0.9085	0.3739	0.3125	0.7268	0.7637	0.6248	0.3621	0.7929	0.6626	0.0573	0.5302	0.5679	0.5965	0.1748	0.628	0.4256	0.4712	0.7629	0.5812	0.7352	0.4823	0.4058	0.4889	0.5777	0.3205	0.2446	0.8157	0.0304	0.0386	0.7374	0.2455	0.5849	0.9208	0.1874	0.0054	0.812	0.4547	0.6706	0.2403	0.4524	0.2189	0.5376	0.9556	0.0055	0.1841	0.0961	0.1004	0.5683	0.0137	0.1968	0.3102	0.0951	0.8436	0.8626	0.2828	0.5498	0.5745	0.2949	0.7827	0.0445	0.7848	0.0826	0.594	0.7244	0.4815	0.5858	0.0565	0.4796	0.7159	0.6926	0.1208	0.6944	0.1361	0.1972	0.4324	0.6768	0.0719	0.6313
0.2337	0.6817	0.2982	0.9207	0.5472	0.8713	0.2478	0.7005	0.2338	0.5882	0.0727	0.2698	0.3905	0.3702	0.6425	0.9638	0.3606	0.2183	0.7261	0.824	0.6886	0.2397	0.0633	0.78	0.5793	0.2809	0.8234	0.3481	0.8073	0.6835	0.5698	0.0954	0.8488	0.6177	0.5401	0.6021	0.7167	0.7887	0.2191	0.5928	0.8934	0.1933	0.0861	0.742	0.3433	0.6729	0.4938	0.9878	0.2015	0.9963	0.1329	0.3362	0.4797	0.5382	0.4365	0.8349	0.8325	0.414	0.0031	0.3706	0.7444	0.8332	0.6396	0.7127	0.1618	0.713	0.5729	0.0789	0.1043	0.3548	0.6154	0.0002	0.3504	0.649	0.784	0.1337	0.2913	0.8174	0.6885	0.8911	0.6385	0.6372	0.6946	0.9771	0.9737	0.7008	0.4661	0.6741	0.5048	0.5435	0.6747	0.8003	0.9768	0.3703	0.6353	0.9456	0.3715	0.0345	0.1197	0.6654	0.7991	0.3529	0.0844	0.3696	0.3805	0.3602	0.935	0.011	0.5965	0.3892	0.4428	0.2373	0.823	0.6633	0.3302	0.4699	0.4558	0.7454	0.8342	0.281	0.0414	0.8456	0.9876	0.1582	0.0368	0.1555	0.4932	0.3811	0.9501	0.5231	0.2357	0.1621	0.3101	0.9009	0.9186	0.8393	0.0851	0.2221	0.4671	0.4269	0.9179	0.434	0.7458	0.5007	0.6963	0.7579	0.6592	0.3556	0.9359	0.8407	0.6033	0.6678	0.5431	0.1654	0.8233	0.9891	0.9875	0.9138	0.1468	0.1459	0.511	0.5357	0.1686	0.0926	0.2394	0.9198	0.0458	0.2333	0.9586	0.7373	0.7869	0.2647	0.0211	0.9205	0.015	0.186	0.831	0.9311	0.4785	0.9741	0.3	0.7954	0.8249	0.081	0.219	0.3658	0.8258	0.8393	0.7944	0.9405	0.1216	0.2545	0.0983	0.662	0.3462	0.2347	0.7811	0.7287	0.0762	0.352
0.4695	0.6925	0.3822	0.6179	0.5179	0.8961	0.5529	0.083	0.1787	0.2882	0.4605	0.0338	0.6426	0.0491	0.0303	0.7299	0.2951	0.6261	0.2574	0.6298	0.807	0.422	0.9643	0.9112	0.0069	0.1977	0.4641	0.3894	0.5668	0.3051	0.4132	0.2635	0.6497	0.5306	0.4303	0.413	0.7965	0.1516	0.2315	0.3726	0.024	0.2799	0.7476	0.942	0.8745	0.1734	0.5472	0.3221	0.771	0.1028	0.2204	0.2849	0.8594	0.1442	0.9795	0.2253	0.4705	0.5507	0.7984	0.5452	0.4137	0.7875	0.6152	0.6612	0.9822	0.7511	0.4579	0.7886	0.3286	0.1883	0.7238	0.6421	0.5202	0.687	0.8893	0.4612	0.4376	0.9853	0.3013	0.2389	0.2481	0.1959	0.4796	0.981	0.6843	0.3082	0.6111	0.3437	0.988	0.5444	0.9597	0.9064	0.2489	0.4425	0.0702	0.3221	0.098	0.4651	0.0692	0.7274	0.7361	0.1638	0.1616	0.5693	0.5876	0.6333	0.3918	0.0601	0.2485	0.0721	0.1159	0.9055	0.1094	0.7994	0.2174	0.4355	0.22	0.2453	0.8444	0.865	0.5987	0.3151	0.5062	0.8458	0.748	0.4045	0.2249	0.7419	0.457	0.6142	0.6152	0.4872	0.6183	0.7755	0.9757	0.2989	0.7999	0.0984	0.3258	0.3281	0.0693	0.9176	0.4648	0.499	0.7076	0.666	0.7459	0.9089	0.7298	0.6836	0.8945	0.981	0.2389	0.2181	0.9376	0.4373	0.4506	0.8296	0.4084	0.3559	0.7518	0.776	0.2497	0.7028	0.0027	0.9181	0.5453	0.6426	0.2041	0.0206	0.8282	0.2238	0.7555	0.4819	0.145	0.0253	0.6059	0.5832	0.1471	0.6594	0.9617	0.5443	0.0377	0.9517	0.2678	0.8602	0.2152	0.4232	0.8956	0.0792	0.8615	0.3724	0.2091	0.7492	0.4467	0.1131	0.1708	0.2374	0.3544	0.2162
0.9654	0.756	0.6221	0.2392	0.0319	0.5539	0.7793	0.7088	0.9091	0.3519	0.8517	0.2388	0.4892	0.9377	0.2436	0.8217	0.1333	0.1295	0.0353	0.1162	0.6138	0.2473	0.5167	0.1799	0.5741	0.7082	0.214	0.551	0.061	0.3856	0.7363	0.8952	0.7319	0.4255	0.6756	0.9252	0.2137	0.0623	0.0405	0.8192	0.1305	0.7074	0.8266	0.0868	0.8661	0.3932	0.1248	0.1474	0.3233	0.5029	0.6161	0.7071	0.0776	0.7782	0.6462	0.0908	0.3788	0.3366	0.6888	0.378	0.6488	0.7026	0.4498	0.4595	0.0848	0.3297	0.505	0.6905	0.2323	0.8976	0.7174	0.2124	0.928	0.2948	0.7705	0.8005	0.6463	0.6406	0.9148	0.7861	0.8385	0.9184	0.0661	0.6258	0.9938	0.9206	0.7252	0.8483	0.1446	0.6237	0.1158	0.334	0.254	0.092	0.0305	0.4369	0.191	0.9793	0.7534	0.175	0.0465	0.2313	0.4936	0.625	0.742	0.4176	0.3989	0.5902	0.5427	0.0927	0.8822	0.4947	0.7495	0.655	0.3377	0.6769	0.9691	0.4086	0.9258	0.1884	0.7317	0.6758	0.5714	0.1634	0.7171	0.8192	0.6711	0.6374	0.1207	0.8597	0.0986	0.2709	0.1411	0.7265	0.4059	0.743	0.7853	0.8806	0.9644	0.2314	0.5854	0.0311	0.4737	0.8456	0.421	0.6172	0.5268	0.9743	0.4515	0.8891	0.9118	0.0552	0.5702	0.4217	0.4586	0.7552	0.5071	0.7493	0.0182	0.7573	0.6614	0.3464	0.0386	0.9035	0.4781	0.3431	0.1341	0.0308	0.2175	0.1574	0.0829	0.5796	0.8841	0.9108	0.2295	0.7746	0.1159	0.5174	0.1248	0.5232	0.1546	0.5583	0.1317	0.2165	0.1499	0.1857	0.5624	0.4731	0.3624	0.1266	0.8784	0.7603	0.7007	0.9502	0.3204	0.561	0.5419	0.0194	0.2455	0.1061
